Loan ID,Rating,EAD,Maturity,Sector,Country,Secured,PD,LGD,RWA,RWA_after_CDS,RWA_final
L01846,A,165338.12,5,Transport,Brazil,Yes,0.002,0.45,110792.1,110792.0975205151,110792.0975205151
L01847,AA,613838.9,4,Healthcare,Brazil,No,0.0006,0.75,316959.66,316959.65941068425,316959.65941068425
L01848,A,663576.43,5,Real Estate,Germany,No,0.002,0.75,741097.74,741097.7430661008,741097.7430661008
L01849,B,269161.99,8,Transport,UK,Yes,0.05,0.45,580554.01,580554.0098382232,580554.0098382232
L01850,BB,545847.97,4,Transport,China,Yes,0.018,0.45,713051.42,713051.4227239593,713051.4227239593
L01851,A,288298.27,9,Energy,France,No,0.002,0.75,499684.76,499684.7599429363,499684.7599429363
L01852,B,464554.98,7,Energy,Germany,Yes,0.05,0.45,946388.81,946388.8070463345,946388.8070463345
L01853,B,235096.37,10,Healthcare,China,Yes,0.05,0.45,563360.17,563360.1663553021,563360.1663553021
L01854,B,180492.91,7,Manufacturing,UK,Yes,0.05,0.45,367699.15,367699.1467731579,367699.1467731579
L01855,B,365342.81,8,Finance,Germany,No,0.05,0.75,1313343.15,1313343.1489284213,1313343.1489284213
L01856,A,415873.13,6,Retail,UK,Yes,0.002,0.45,317125.63,317125.63333476323,317125.63333476323
L01857,BB,362637.92,8,Real Estate,UK,No,0.018,0.75,1098471.4,1098471.3955714982,1098471.3955714982
L01858,BBB,244748.08,3,Energy,UK,Yes,0.005,0.45,184606.91,184606.91177849722,184606.91177849722
L01859,B,362235.73,10,Real Estate,Germany,Yes,0.05,0.45,868023.53,868023.5305744376,868023.5305744376
L01860,BB,506179.88,10,Finance,Brazil,Yes,0.018,0.45,1049332.52,1049332.5205652537,1049332.5205652537
L01861,BB,432593.38,1,Finance,UK,Yes,0.018,0.45,399264.97,399264.96629772603,399264.96629772603
L01862,BB,484683.08,6,Healthcare,Brazil,Yes,0.018,0.45,757023.3,757023.2997129217,757023.2997129217
L01863,A,316456.92,1,Transport,China,Yes,0.002,0.45,95017.86,95017.86289348915,95017.86289348915
L01864,BBB,794810.47,9,Healthcare,China,No,0.005,0.45,1923630.68,1154178.4060401598,1154178.4060401598
L01865,CCC,245711.49,2,Retail,France,Yes,0.2,0.45,572859.45,572859.4467857967,572859.4467857967
L01866,B,564547.69,2,Manufacturing,Italy,No,0.05,0.75,1353685.67,1353685.674754984,1353685.674754984
L01867,AAA,798863.64,7,Real Estate,Brazil,No,0.0003,0.75,466490.48,466490.4817496002,466490.4817496002
L01868,A,562673.07,2,Retail,China,No,0.002,0.75,368283.58,368283.5793142225,368283.5793142225
L01869,AA,399807.27,10,Manufacturing,Italy,No,0.0006,0.75,447926.85,447926.8496466196,447926.8496466196
L01870,BB,339711.32,8,Real Estate,UK,Yes,0.018,0.45,617414.47,617414.4740933368,617414.4740933368
L01871,B,742697.29,6,Retail,Italy,Yes,0.05,0.45,1424117.85,1424117.847307195,1424117.847307195
L01872,A,217186.68,7,Energy,Italy,No,0.002,0.75,309495.9,309495.9043776987,309495.9043776987
L01873,BBB,272375.76,7,Real Estate,UK,No,0.005,0.75,553612.67,553612.6661268241,553612.6661268241
L01874,B,362660.03,6,Retail,Brazil,No,0.05,0.75,1158997.59,1158997.5893318143,1158997.5893318143
L01875,BB,821450.43,10,Finance,UK,No,0.018,0.45,2838169.74,1702901.8423871598,0.0
L01876,BBB,534926.06,9,Manufacturing,France,No,0.005,0.75,1294648.5,1294648.4950056563,1294648.4950056563
L01877,BBB,272658.98,9,Retail,USA,Yes,0.005,0.45,395939.81,395939.81056758825,395939.81056758825
L01878,BBB,378831.25,7,Energy,Germany,No,0.005,0.75,769986.94,769986.9412926371,769986.9412926371
L01879,A,325409.1,9,Healthcare,UK,Yes,0.002,0.45,338403.63,338403.62902645295,338403.62902645295
L01880,BBB,310241.25,10,Real Estate,UK,Yes,0.005,0.45,486599.3,486599.3024951307,486599.3024951307
L01881,BB,721757.71,3,Real Estate,Italy,Yes,0.018,0.45,850614.12,850614.1154504612,850614.1154504612
L01882,B,222821.98,3,Real Estate,France,Yes,0.05,0.45,347244.46,347244.4644841467,347244.4644841467
L01883,BB,988941.47,1,Energy,China,Yes,0.018,0.45,912750.17,912750.1735925169,912750.1735925169
L01884,BB,669385.12,5,Manufacturing,China,No,0.018,0.45,1599948.76,959969.2550421191,959969.2550421191
L01885,A,763318.64,4,Real Estate,Italy,No,0.002,0.75,734865.16,734865.1628889198,734865.1628889198
L01886,BBB,350996.05,2,Manufacturing,Brazil,No,0.005,0.75,373203.31,373203.307304911,373203.307304911
L01887,AAA,410458.31,9,Retail,UK,Yes,0.0003,0.45,181377.39,181377.39081282963,181377.39081282963
L01888,A,216084.34,3,Finance,UK,No,0.002,0.75,174731.09,174731.0874934352,174731.0874934352
L01889,BB,340329.25,8,Finance,Italy,Yes,0.018,0.45,618537.54,618537.542132331,618537.542132331
L01890,CCC,566270.65,6,Manufacturing,UK,No,0.2,0.45,2584562.07,1550737.242104662,0.0
L01891,AA,845794.36,5,Manufacturing,Brazil,Yes,0.0006,0.45,313124.83,313124.83376192866,313124.83376192866
L01892,BBB,254338.57,1,Finance,USA,Yes,0.005,0.45,132675.7,132675.695954958,132675.695954958
L01893,B,368518.81,4,Real Estate,Germany,Yes,0.05,0.45,618409.28,618409.2759175155,618409.2759175155
L01894,A,410179.6,3,Transport,Germany,No,0.002,0.75,331681.27,331681.2665629645,331681.2665629645
L01895,BBB,220159.02,1,Transport,Germany,Yes,0.005,0.45,114845.94,114845.93626228817,114845.93626228817
L01896,BB,594618.09,5,Energy,USA,Yes,0.018,0.45,852745.4,852745.4044569555,852745.4044569555
L01897,BB,308046.13,6,Healthcare,UK,Yes,0.018,0.45,481135.21,481135.21478075045,481135.21478075045
L01898,A,401235.9,2,Finance,Italy,Yes,0.002,0.45,157571.35,157571.3514080531,157571.3514080531
L01899,BBB,352930.11,3,Finance,China,No,0.005,0.75,443676.19,443676.1920035308,443676.1920035308
L01900,BB,298143.67,6,Energy,France,Yes,0.018,0.45,465668.63,465668.62794533785,465668.62794533785
L01901,BBB,440857.74,4,Transport,UK,Yes,0.005,0.45,383804.05,383804.0485006209,383804.0485006209
L01902,AAA,397200.0,9,Retail,USA,Yes,0.0003,0.45,175518.68,175518.67723388504,175518.67723388504
L01903,BB,367350.26,5,Real Estate,Brazil,Yes,0.018,0.45,526819.23,526819.2328979897,526819.2328979897
L01904,AAA,307358.22,4,Real Estate,USA,Yes,0.0003,0.45,65491.57,65491.57026093169,65491.57026093169
L01905,BB,519053.55,2,Retail,China,No,0.018,0.75,908987.38,908987.3846270209,908987.3846270209
L01906,A,1011362.14,6,Retail,Germany,Yes,0.002,0.45,771218.04,771218.0375257749,771218.0375257749
L01907,CCC,474465.23,10,Transport,UK,Yes,0.2,0.45,1492471.49,1492471.4906340698,1492471.4906340698
L01908,BBB,728002.02,2,Energy,China,Yes,0.005,0.45,464437.3,464437.2976652974,464437.2976652974
L01909,A,220772.72,7,Retail,Germany,Yes,0.002,0.45,188763.66,188763.65522505651,188763.65522505651
L01910,AA,478724.58,3,Energy,France,Yes,0.0006,0.45,119400.52,119400.51803852235,119400.51803852235
L01911,A,255586.41,9,Healthcare,Brazil,Yes,0.002,0.45,265792.72,265792.7165338735,265792.7165338735
L01912,B,211406.38,5,Manufacturing,Germany,Yes,0.05,0.45,380065.18,380065.17773776053,380065.17773776053
L01913,CCC,305686.18,8,Real Estate,France,Yes,0.2,0.45,899343.35,899343.3521943204,899343.3521943204
L01914,BBB,802871.27,6,Transport,USA,No,0.005,0.75,1476223.42,1476223.4192007922,1476223.4192007922
L01915,BBB,711412.65,10,Real Estate,Germany,No,0.005,0.45,1859697.36,1115818.413174304,1115818.413174304
L01916,BB,499569.68,8,Transport,Germany,No,0.018,0.45,1513253.23,907951.9376927932,907951.9376927932
L01917,B,205592.17,3,Manufacturing,Italy,Yes,0.05,0.45,320393.63,320393.6298105943,320393.6298105943
L01918,BBB,401057.33,3,Real Estate,Brazil,No,0.005,0.75,504177.98,504177.9771907345,504177.9771907345
L01919,BBB,514448.13,5,Manufacturing,Brazil,No,0.005,0.75,846178.37,846178.3700905867,846178.3700905867
L01920,BBB,482998.16,10,Transport,China,No,0.005,0.75,1262601.11,1262601.1088812952,1262601.1088812952
L01921,BB,175976.05,3,Retail,USA,Yes,0.018,0.45,207393.3,207393.29838432363,207393.29838432363
L01922,AAA,283464.19,8,Healthcare,Italy,Yes,0.0003,0.45,112288.03,112288.02620364972,112288.02620364972
L01923,BB,428463.62,10,Real Estate,China,Yes,0.018,0.45,888223.39,888223.3927297012,888223.3927297012
L01924,BBB,578472.02,8,Manufacturing,France,Yes,0.005,0.45,772741.03,772741.0338713124,772741.0338713124
L01925,BB,147552.02,2,Finance,China,Yes,0.018,0.45,155039.41,155039.40750186628,155039.40750186628
L01926,AA,407965.55,4,Real Estate,France,No,0.0006,0.75,210655.63,210655.6325760594,210655.6325760594
L01927,BBB,475215.84,10,Real Estate,USA,No,0.005,0.75,1242257.42,1242257.416761083,1242257.416761083
L01928,BBB,676580.01,1,Real Estate,Brazil,Yes,0.005,0.45,352937.91,352937.9114460007,352937.9114460007
L01929,BB,625576.43,4,Energy,France,Yes,0.018,0.45,817202.2,817202.2027196975,817202.2027196975
L01930,AA,592014.06,4,Manufacturing,USA,Yes,0.0006,0.45,183414.16,183414.15784232947,183414.15784232947
L01931,BBB,296567.39,10,Manufacturing,China,Yes,0.005,0.45,465152.47,465152.47445915523,465152.47445915523
L01932,BBB,170416.2,9,Real Estate,France,Yes,0.005,0.45,247468.68,247468.68027470887,247468.68027470887
L01933,BBB,363477.84,3,Retail,UK,Yes,0.005,0.45,274161.59,274161.58501557494,274161.58501557494
L01934,BB,730011.75,2,Real Estate,Germany,Yes,0.018,0.45,767055.5,767055.5048273859,767055.5048273859
L01935,BB,888000.21,9,Energy,China,No,0.018,0.45,2878978.67,1727387.1999781746,0.0
L01936,B,631134.68,9,Transport,Brazil,Yes,0.05,0.45,1436837.77,1436837.771733479,1436837.771733479
L01937,A,548350.75,1,Energy,China,Yes,0.002,0.45,164645.21,164645.2110481324,164645.2110481324
L01938,B,534891.83,6,Retail,UK,Yes,0.05,0.45,1025652.05,1025652.0546638941,1025652.0546638941
L01939,BBB,335018.36,10,Real Estate,USA,Yes,0.005,0.45,525461.07,525461.0735969591,525461.0735969591
L01940,AA,414558.7,8,Manufacturing,USA,Yes,0.0006,0.45,228593.5,228593.49623619716,228593.49623619716
L01941,AA,1019206.32,3,Healthcare,China,No,0.0006,0.75,423673.54,423673.540348036,423673.540348036
L01942,A,276155.94,9,Finance,UK,Yes,0.002,0.45,287183.65,287183.6475169607,287183.6475169607
L01943,BB,991911.72,2,Real Estate,China,Yes,0.018,0.45,1042245.34,1042245.3407480094,1042245.3407480094
L01944,BB,376617.71,6,Retail,Germany,No,0.018,0.75,980394.52,980394.5207334388,980394.5207334388
L01945,BB,858306.08,1,Manufacturing,Germany,Yes,0.018,0.45,792179.36,792179.3627640194,792179.3627640194
L01946,BBB,218948.65,7,Energy,Italy,Yes,0.005,0.45,267012.19,267012.1875853465,267012.1875853465
L01947,BBB,593001.44,3,Transport,France,Yes,0.005,0.45,447285.08,447285.07990175777,447285.07990175777
L01948,AA,306084.02,7,Transport,Italy,No,0.0006,0.75,250485.9,250485.9030591886,250485.9030591886
L01949,A,218025.3,4,Healthcare,Germany,Yes,0.002,0.45,125938.91,125938.91138180952,125938.91138180952
L01950,BBB,493494.51,9,Real Estate,UK,Yes,0.005,0.45,716624.56,716624.5645221177,716624.5645221177
L01951,AA,732879.0,5,Energy,France,No,0.0006,0.75,452203.33,452203.3287985204,452203.3287985204
L01952,A,289968.99,3,Healthcare,UK,Yes,0.002,0.45,140685.61,140685.61459494854,140685.61459494854
L01953,BBB,209084.14,8,Finance,Italy,Yes,0.005,0.45,279301.14,279301.13976764894,279301.13976764894
L01954,BB,422556.15,6,Finance,USA,Yes,0.018,0.45,659987.66,659987.6583003234,659987.6583003234
L01955,CCC,423488.8,2,Healthcare,UK,No,0.2,0.45,1645558.37,987335.0232338784,987335.0232338784
L01956,B,581961.64,3,Retail,Italy,No,0.05,0.45,1511542.67,906925.6005718815,906925.6005718815
L01957,BB,711262.82,8,Transport,Italy,No,0.018,0.45,2154495.76,1292697.458396275,1292697.458396275
L01958,BBB,429463.66,10,Energy,Italy,No,0.005,0.75,1122657.06,1122657.058031483,1122657.058031483
L01959,BB,1118782.57,7,Real Estate,USA,No,0.018,0.45,3150642.24,1890385.345550871,0.0
L01960,BB,494903.15,10,Manufacturing,USA,No,0.018,0.45,1709925.63,1025955.3774148112,1025955.3774148112
L01961,AA,372051.2,6,Real Estate,China,No,0.0006,0.75,267017.4,267017.3994869072,267017.3994869072
L01962,BBB,197642.74,1,Real Estate,USA,Yes,0.005,0.45,103100.32,103100.32048990767,103100.32048990767
L01963,B,387964.93,9,Energy,France,Yes,0.05,0.45,883238.84,883238.8445710749,883238.8445710749
L01964,BBB,373923.51,3,Transport,USA,Yes,0.005,0.45,282040.47,282040.47370862326,282040.47370862326
L01965,BBB,715081.93,5,Energy,USA,Yes,0.005,0.45,705711.8,705711.8026751864,705711.8026751864
L01966,BBB,557513.4,7,Manufacturing,USA,No,0.005,0.75,1133164.27,1133164.271943401,1133164.271943401
L01967,A,245319.19,7,Healthcare,UK,Yes,0.002,0.45,209751.22,209751.21836271315,209751.21836271315
L01968,BBB,482206.24,3,Energy,USA,Yes,0.005,0.45,363715.23,363715.23244113236,363715.23244113236
L01969,A,618941.22,4,Retail,France,Yes,0.002,0.45,357521.73,357521.73466166115,357521.73466166115
L01970,AAA,949808.51,10,Real Estate,Italy,No,0.0003,0.75,771960.21,771960.2142504632,771960.2142504632
L01971,AAA,689520.69,7,Transport,UK,No,0.0003,0.75,402640.48,402640.4792367527,402640.4792367527
L01972,B,647208.21,8,Finance,Germany,Yes,0.05,0.45,1395959.81,1395959.8140722574,1395959.8140722574
L01973,A,455906.49,2,Manufacturing,USA,Yes,0.002,0.45,179041.31,179041.31147038948,179041.31147038948
L01974,BBB,537216.26,9,Finance,China,Yes,0.005,0.45,780114.79,780114.7947455398,780114.7947455398
L01975,A,826332.45,7,Real Estate,China,Yes,0.002,0.45,706525.4,706525.397218806,706525.397218806
L01976,B,227205.76,8,Energy,Italy,Yes,0.05,0.45,490058.85,490058.84904603724,490058.84904603724
L01977,A,371491.16,6,Finance,Italy,No,0.002,0.75,472136.66,472136.6561690976,472136.6561690976
L01978,BBB,300654.07,6,Retail,UK,Yes,0.005,0.45,331683.99,331683.9915410357,331683.9915410357
L01979,B,534761.73,9,Energy,China,Yes,0.05,0.45,1217435.64,1217435.6391595218,1217435.6391595218
L01980,B,818403.76,4,Real Estate,Germany,Yes,0.05,0.45,1373358.6,1373358.5990624798,1373358.5990624798
L01981,A,328244.11,5,Finance,Brazil,Yes,0.002,0.45,219954.44,219954.43909519888,219954.43909519888
L01982,B,133899.9,9,Healthcare,China,Yes,0.05,0.45,304835.78,304835.7823584273,304835.7823584273
L01983,BBB,360010.91,1,Manufacturing,China,Yes,0.005,0.45,187799.66,187799.6641863157,187799.6641863157
L01984,BBB,698532.42,4,Finance,France,Yes,0.005,0.45,608131.71,608131.7088930686,608131.7088930686
L01985,AA,578859.43,7,Healthcare,Brazil,No,0.0006,0.75,473713.48,473713.4825525265,473713.4825525265
L01986,AA,548034.28,9,Healthcare,Italy,Yes,0.0006,0.45,335295.11,335295.106618604,335295.106618604
L01987,BB,384617.01,10,Finance,Brazil,Yes,0.018,0.45,797327.5,797327.4966116223,797327.4966116223
L01988,BBB,233394.31,6,Transport,China,Yes,0.005,0.45,257482.48,257482.4825879319,257482.4825879319
L01989,BBB,572430.82,8,Finance,Italy,No,0.005,0.75,1274451.68,1274451.682977404,1274451.682977404
L01990,BB,291518.6,9,Real Estate,Brazil,Yes,0.018,0.45,567078.13,567078.1296274215,567078.1296274215
L01991,BB,1318556.8,10,Healthcare,Italy,No,0.018,0.45,4555707.65,2733424.589006689,0.0
L01992,A,588453.74,4,Manufacturing,Italy,No,0.002,0.75,566518.53,566518.5295326917,566518.5295326917
L01993,BB,330934.53,1,Real Estate,UK,Yes,0.018,0.45,305438.25,305438.247730938,305438.247730938
L01994,AA,325887.46,8,Retail,Germany,No,0.0006,0.75,299498.21,299498.21284229006,299498.21284229006
L01995,BB,422323.93,2,Energy,Italy,No,0.018,0.75,739590.6,739590.5963770117,739590.5963770117
L01996,BB,392483.21,1,Finance,France,Yes,0.018,0.45,362245.02,362245.01543013286,362245.01543013286
L01997,CCC,773295.78,7,Transport,China,No,0.2,0.45,3660625.47,2196375.2792271767,0.0
L01998,AA,485632.81,10,Manufacturing,China,Yes,0.0006,0.45,326449.25,326449.2534140293,326449.2534140293
L01999,AA,306871.43,9,Transport,France,Yes,0.0006,0.45,187748.27,187748.27158632022,187748.27158632022
L02000,A,1138497.93,9,Transport,USA,No,0.002,0.45,1973269.09,1183961.4539086479,1183961.4539086479
L02001,A,453456.29,3,Transport,Italy,No,0.002,0.75,366675.86,366675.85759541165,366675.85759541165
L02002,A,649799.96,6,Finance,Italy,No,0.002,0.75,825845.71,825845.7086656204,825845.7086656204
L02003,B,326402.56,7,Manufacturing,Italy,Yes,0.05,0.45,664945.47,664945.4696950393,664945.4696950393
L02004,A,530490.76,10,Manufacturing,Brazil,Yes,0.002,0.45,600723.81,600723.8119054456,600723.8119054456
L02005,A,516874.3,9,Healthcare,Italy,Yes,0.002,0.45,537514.59,537514.5896980371,537514.5896980371
L02006,BB,171987.2,2,Transport,Italy,Yes,0.018,0.45,180714.53,180714.52756732833,180714.52756732833
L02007,BBB,1211824.41,8,Healthcare,France,Yes,0.005,0.45,1618792.98,1618792.9840649734,0.0
L02008,BB,843505.95,7,Healthcare,Germany,Yes,0.018,0.45,1425255.75,1425255.74631089,1425255.74631089
L02009,AA,362725.76,4,Energy,Germany,Yes,0.0006,0.45,112377.47,112377.46582930633,112377.46582930633
L02010,BBB,254960.81,2,Finance,USA,Yes,0.005,0.45,162655.19,162655.19374102194,162655.19374102194
L02011,AAA,526381.13,8,Finance,France,Yes,0.0003,0.45,208514.16,208514.16229523293,208514.16229523293
L02012,AA,462013.25,5,Real Estate,Italy,No,0.0006,0.75,285072.88,285072.8832440594,285072.8832440594
L02013,B,528519.23,6,Healthcare,Germany,No,0.05,0.45,1689054.38,1013432.6302551288,1013432.6302551288
L02014,AA,486887.66,7,Finance,UK,Yes,0.0006,0.45,239068.66,239068.66200360638,239068.66200360638
L02015,BBB,569845.47,10,Transport,UK,No,0.005,0.75,1489627.87,1489627.8741786156,1489627.8741786156
L02016,BBB,912234.94,1,Retail,UK,No,0.005,0.75,793112.15,793112.1466616287,793112.1466616287
L02017,A,587746.85,8,Transport,Italy,No,0.002,0.75,928123.98,928123.9794415758,928123.9794415758
L02018,B,261757.1,4,Manufacturing,Italy,Yes,0.05,0.45,439253.07,439253.0700868938,439253.0700868938
L02019,AAA,874389.69,9,Finance,USA,Yes,0.0003,0.45,386383.99,386383.9923860695,386383.9923860695
L02020,BB,1004808.25,1,Finance,China,No,0.018,0.45,1545657.54,927394.524788907,927394.524788907
L02021,CCC,2139383.73,2,Real Estate,USA,Yes,0.2,0.45,4987826.09,4987826.088354005,0.0
L02022,BBB,252269.44,6,Healthcare,USA,No,0.005,0.75,463842.8,463842.7967121916,463842.7967121916
L02023,B,499539.03,10,Retail,Brazil,No,0.05,0.45,1995071.15,1197042.6895224552,1197042.6895224552
L02024,AA,156209.08,1,Finance,UK,No,0.0006,0.75,33484.38,33484.37951154539,33484.37951154539
L02025,BBB,583368.64,4,Real Estate,Italy,Yes,0.005,0.45,507871.87,507871.8722286724,507871.8722286724
L02026,A,336347.41,8,Real Estate,UK,Yes,0.002,0.45,318680.16,318680.1562380817,318680.1562380817
L02027,BB,1157441.93,10,Retail,USA,Yes,0.018,0.45,2399426.58,2399426.578975861,0.0
L02028,CCC,300346.63,5,Transport,Italy,No,0.2,0.75,1319893.05,1319893.0504406493,1319893.0504406493
L02029,A,190119.57,9,Transport,France,Yes,0.002,0.45,197711.6,197711.5957634521,197711.5957634521
L02030,BB,349538.2,6,Transport,Germany,Yes,0.018,0.45,545941.4,545941.4047210297,545941.4047210297
L02031,A,164761.81,1,Energy,Germany,Yes,0.002,0.45,49470.6,49470.60431689441,49470.60431689441
L02032,BBB,644061.65,6,Healthcare,USA,Yes,0.005,0.45,710534.0,710533.9996578309,710533.9996578309
L02033,BBB,157543.75,6,Healthcare,China,Yes,0.005,0.45,173803.53,173803.53388312037,173803.53388312037
L02034,CCC,448753.4,6,Transport,UK,Yes,0.2,0.45,1228915.2,1228915.2014166552,1228915.2014166552
L02035,BB,156544.26,8,Retail,France,No,0.018,0.75,474190.32,474190.3211636209,474190.3211636209
L02036,A,376943.69,6,Energy,Italy,Yes,0.002,0.45,287439.84,287439.84114288085,287439.84114288085
L02037,AA,1006197.65,5,Healthcare,China,No,0.0006,0.75,620847.27,620847.2705033827,620847.2705033827
L02038,A,529836.61,2,Transport,UK,No,0.002,0.75,346791.3,346791.29602295306,346791.29602295306
L02039,A,287291.65,4,Energy,USA,No,0.002,0.75,276582.56,276582.5621314272,276582.5621314272
L02040,A,435564.54,10,Retail,UK,No,0.002,0.75,822050.1,822050.1044468143,822050.1044468143
L02041,B,446416.85,5,Transport,USA,Yes,0.05,0.45,802565.65,802565.6531292063,802565.6531292063
L02042,BBB,560349.05,10,Manufacturing,Brazil,Yes,0.005,0.45,878882.02,878882.0212779865,878882.0212779865
L02043,BBB,223366.86,4,Finance,Germany,No,0.005,0.75,324099.66,324099.65615692484,324099.65615692484
L02044,AA,594980.34,2,Retail,China,Yes,0.0006,0.45,112459.47,112459.4660151933,112459.4660151933
L02045,B,114439.8,7,Real Estate,Germany,Yes,0.05,0.45,233136.12,233136.12050961357,233136.12050961357
L02046,BB,322887.01,10,Real Estate,UK,Yes,0.018,0.45,669358.57,669358.5688571389,669358.5688571389
L02047,AA,346577.96,10,Retail,France,No,0.0006,0.75,388291.02,388291.0227714272,388291.0227714272
L02048,BB,607230.3,2,Real Estate,Italy,Yes,0.018,0.45,638043.63,638043.626438869,638043.626438869
L02049,BBB,447447.92,1,Healthcare,USA,Yes,0.005,0.45,233411.17,233411.17389155083,233411.17389155083
L02050,AA,219085.75,5,Retail,Italy,Yes,0.0006,0.45,81108.59,81108.59127549334,81108.59127549334
L02051,BBB,270358.31,1,Manufacturing,Germany,No,0.005,0.75,235053.99,235053.98687306375,235053.98687306375
L02052,BBB,488619.82,1,Retail,France,Yes,0.005,0.45,254888.49,254888.4924370154,254888.4924370154
L02053,A,425264.38,1,Transport,France,No,0.002,0.75,212813.13,212813.1297846411,212813.1297846411
L02054,B,331186.83,6,Transport,Italy,Yes,0.05,0.45,635048.87,635048.8708476289,635048.8708476289
L02055,B,347869.64,9,Energy,Germany,No,0.05,0.75,1319930.21,1319930.2099073569,1319930.2099073569
L02056,BB,626612.75,10,Real Estate,Italy,Yes,0.018,0.45,1298995.01,1298995.006233407,1298995.006233407
L02057,BBB,341517.33,1,Finance,UK,No,0.005,0.75,296920.82,296920.81594512035,296920.81594512035
L02058,BBB,423349.93,5,Real Estate,France,Yes,0.005,0.45,417802.53,417802.53384771437,417802.53384771437
L02059,BB,1309254.3,9,Healthcare,France,Yes,0.018,0.45,2546833.99,2546833.9915554584,0.0
L02060,BBB,217109.84,9,Retail,UK,No,0.005,0.75,525457.53,525457.5325922966,525457.5325922966
L02061,AA,175269.25,1,Finance,Germany,No,0.0006,0.75,37570.04,37570.04447951379,37570.04447951379
L02062,BBB,654609.94,8,Finance,France,No,0.005,0.75,1457414.08,1457414.084948706,1457414.084948706
L02063,B,315110.44,1,Real Estate,China,No,0.05,0.75,692714.62,692714.6241568368,692714.6241568368
L02064,BBB,377332.2,8,Finance,Brazil,Yes,0.005,0.45,504052.17,504052.1654633128,504052.1654633128
L02065,AA,299365.89,1,Finance,Brazil,No,0.0006,0.75,64170.92,64170.924465924465,64170.924465924465
L02066,BB,388520.0,5,Transport,Brazil,Yes,0.018,0.45,557178.89,557178.885256613,557178.885256613
L02067,A,983889.68,8,Manufacturing,USA,No,0.002,0.45,1553681.84,932209.1017244231,932209.1017244231
L02068,A,660705.99,6,Retail,China,Yes,0.002,0.45,503823.86,503823.8597593976,503823.8597593976
L02069,A,680859.84,9,Real Estate,USA,Yes,0.002,0.45,708048.55,708048.5478567444,708048.5478567444
L02070,A,217920.69,1,Transport,Germany,Yes,0.002,0.45,65431.84,65431.83901326775,65431.83901326775
L02071,BB,248804.6,9,Healthcare,UK,Yes,0.018,0.45,483988.49,483988.4906510211,483988.4906510211
L02072,BBB,106986.79,1,Healthcare,Italy,Yes,0.005,0.45,55809.65,55809.6509752215,55809.6509752215
L02073,A,295170.84,10,Energy,China,Yes,0.002,0.45,334249.28,334249.27545982593,334249.27545982593
L02074,B,713795.36,10,Finance,Germany,Yes,0.05,0.45,1710463.98,1710463.9801679743,0.0
L02075,B,572903.89,3,Finance,Italy,Yes,0.05,0.45,892810.06,892810.0561889563,892810.0561889563
L02076,B,396029.26,1,Real Estate,Germany,Yes,0.05,0.45,522360.21,522360.21122501086,522360.21122501086
L02077,A,437507.82,3,Manufacturing,USA,Yes,0.002,0.45,212267.72,212267.7205821082,212267.7205821082
L02078,BBB,313500.81,2,Manufacturing,Brazil,Yes,0.005,0.45,200001.46,200001.46292489936,200001.46292489936
L02079,CCC,490107.21,2,Real Estate,UK,Yes,0.2,0.45,1142651.27,1142651.2662730191,1142651.2662730191
L02080,BB,648838.51,9,Real Estate,USA,No,0.018,0.45,2103594.35,1262156.6125833583,1262156.6125833583
L02081,AAA,197216.35,8,Transport,UK,No,0.0003,0.75,130204.78,130204.7751698263,130204.7751698263
L02082,AA,513920.49,1,Healthcare,China,Yes,0.0006,0.45,66097.22,66097.21557512291,66097.21557512291
L02083,BBB,705186.39,4,Real Estate,Italy,No,0.005,0.75,1023207.59,1023207.5900854009,1023207.5900854009
L02084,B,359492.95,1,Healthcare,Germany,No,0.05,0.75,790281.73,790281.7302602938,790281.7302602938
L02085,BBB,628034.45,1,Energy,France,Yes,0.005,0.45,327614.12,327614.1237148549,327614.1237148549
L02086,BBB,1807268.64,4,Healthcare,France,No,0.005,0.45,2622301.02,1573380.6119865587,0.0
L02087,AA,419923.82,2,Transport,UK,Yes,0.0006,0.45,79371.38,79371.37647986849,79371.37647986849
L02088,BB,538559.64,3,Finance,Brazil,Yes,0.018,0.45,634709.44,634709.4398145312,634709.4398145312
L02089,B,305887.13,9,Finance,Brazil,Yes,0.05,0.45,696380.97,696380.9725543034,696380.9725543034
L02090,BBB,484380.28,2,Healthcare,UK,Yes,0.005,0.45,309015.99,309015.994606114,309015.994606114
L02091,BB,556897.13,4,Finance,USA,No,0.018,0.75,1212475.25,1212475.245495523,1212475.245495523
L02092,CCC,487683.14,1,Finance,France,Yes,0.2,0.45,1087368.48,1087368.4814581426,1087368.4814581426
L02093,A,265707.76,2,Retail,USA,Yes,0.002,0.45,104347.42,104347.41961725419,104347.41961725419
L02094,BBB,490500.16,5,Energy,Italy,Yes,0.005,0.45,484072.86,484072.85599577,484072.85599577
L02095,A,919051.99,10,Transport,France,No,0.002,0.45,1734546.12,1040727.6740731271,1040727.6740731271
L02096,BB,553666.55,1,Transport,Italy,No,0.018,0.75,851683.77,851683.7698946766,851683.7698946766
L02097,BBB,715683.7,7,Finance,Germany,No,0.005,0.75,1454650.59,1454650.5946803421,1454650.5946803421
L02098,BB,392972.15,4,Manufacturing,USA,Yes,0.018,0.45,513346.88,513346.87687561277,513346.87687561277
