Loan ID,Rating,PD,EAD,LGD,Maturity,Sector,Country,Secured,RWA,RWA_after_CDS,RWA_final
L01924,BBB,0.005,578472.02,0.45,8,Manufacturing,France,Yes,772741.03,772741.03,772741.03
L01925,BB,0.018,147552.02,0.45,2,Finance,China,Yes,155039.41,155039.41,155039.41
L01926,AA,0.0006,407965.55,0.75,4,Real Estate,France,No,210655.63,210655.63,210655.63
L01927,BBB,0.005,475215.84,0.75,10,Real Estate,USA,No,1242257.42,1242257.42,1242257.42
L01928,BBB,0.005,676580.01,0.45,1,Real Estate,Brazil,Yes,352937.91,352937.91,352937.91
L01929,BB,0.018,625576.43,0.45,4,Energy,France,Yes,817202.2,817202.2,817202.2
L01930,AA,0.0006,592014.06,0.45,4,Manufacturing,USA,Yes,183414.16,183414.16,183414.16
L01931,BBB,0.005,296567.39,0.45,10,Manufacturing,China,Yes,465152.47,465152.47,465152.47
L01932,BBB,0.005,170416.2,0.45,9,Real Estate,France,Yes,247468.68,247468.68,247468.68
L01933,BBB,0.005,363477.84,0.45,3,Retail,UK,Yes,274161.59,274161.59,274161.59
L01934,BB,0.018,730011.75,0.45,2,Real Estate,Germany,Yes,767055.5,767055.5,767055.5
L01935,BB,0.018,888000.21,0.45,9,Energy,China,No,2878978.67,1727387.2,0.0
L01936,B,0.05,631134.68,0.45,9,Transport,Brazil,Yes,1436837.77,1436837.77,1436837.77
L01937,A,0.002,548350.75,0.45,1,Energy,China,Yes,164645.21,164645.21,164645.21
L01938,B,0.05,534891.83,0.45,6,Retail,UK,Yes,1025652.05,1025652.05,1025652.05
L01939,BBB,0.005,335018.36,0.45,10,Real Estate,USA,Yes,525461.07,525461.07,525461.07
L01940,AA,0.0006,414558.7,0.45,8,Manufacturing,USA,Yes,228593.5,228593.5,228593.5
L01941,AA,0.0006,1019206.32,0.75,3,Healthcare,China,No,423673.54,423673.54,423673.54
L01942,A,0.002,276155.94,0.45,9,Finance,UK,Yes,287183.65,287183.65,287183.65
L01943,BB,0.018,991911.72,0.45,2,Real Estate,China,Yes,1042245.34,1042245.34,1042245.34
L01944,BB,0.018,376617.71,0.75,6,Retail,Germany,No,980394.52,980394.52,980394.52
L01945,BB,0.018,858306.08,0.45,1,Manufacturing,Germany,Yes,792179.36,792179.36,792179.36
L01946,BBB,0.005,218948.65,0.45,7,Energy,Italy,Yes,267012.19,267012.19,267012.19
L01947,BBB,0.005,593001.44,0.45,3,Transport,France,Yes,447285.08,447285.08,447285.08
L01948,AA,0.0006,306084.02,0.75,7,Transport,Italy,No,250485.9,250485.9,250485.9
L01949,A,0.002,218025.3,0.45,4,Healthcare,Germany,Yes,125938.91,125938.91,125938.91
L01950,BBB,0.005,493494.51,0.45,9,Real Estate,UK,Yes,716624.56,716624.56,716624.56
L01951,AA,0.0006,732879.0,0.75,5,Energy,France,No,452203.33,452203.33,452203.33
L01952,A,0.002,289968.99,0.45,3,Healthcare,UK,Yes,140685.61,140685.61,140685.61
L01953,BBB,0.005,209084.14,0.45,8,Finance,Italy,Yes,279301.14,279301.14,279301.14
L01954,BB,0.018,422556.15,0.45,6,Finance,USA,Yes,659987.66,659987.66,659987.66
L01955,CCC,0.2,423488.8,0.45,2,Healthcare,UK,No,1645558.37,987335.02,987335.02
L01956,B,0.05,581961.64,0.45,3,Retail,Italy,No,1511542.67,906925.6,906925.6
L01957,BB,0.018,711262.82,0.45,8,Transport,Italy,No,2154495.76,1292697.46,1292697.46
L01958,BBB,0.005,429463.66,0.75,10,Energy,Italy,No,1122657.06,1122657.06,1122657.06
L01959,BB,0.018,1118782.57,0.45,7,Real Estate,USA,No,3150642.24,1890385.35,0.0
L01960,BB,0.018,494903.15,0.45,10,Manufacturing,USA,No,1709925.63,1025955.38,1025955.38
L01961,AA,0.0006,372051.2,0.75,6,Real Estate,China,No,267017.4,267017.4,267017.4
L01962,BBB,0.005,197642.74,0.45,1,Real Estate,USA,Yes,103100.32,103100.32,103100.32
L01963,B,0.05,387964.93,0.45,9,Energy,France,Yes,883238.84,883238.84,883238.84
L01964,BBB,0.005,373923.51,0.45,3,Transport,USA,Yes,282040.47,282040.47,282040.47
L01965,BBB,0.005,715081.93,0.45,5,Energy,USA,Yes,705711.8,705711.8,705711.8
L01966,BBB,0.005,557513.4,0.75,7,Manufacturing,USA,No,1133164.27,1133164.27,1133164.27
L01967,A,0.002,245319.19,0.45,7,Healthcare,UK,Yes,209751.22,209751.22,209751.22
L01968,BBB,0.005,482206.24,0.45,3,Energy,USA,Yes,363715.23,363715.23,363715.23
L01969,A,0.002,618941.22,0.45,4,Retail,France,Yes,357521.73,357521.73,357521.73
L01970,AAA,0.0003,949808.51,0.75,10,Real Estate,Italy,No,771960.21,771960.21,771960.21
L01971,AAA,0.0003,689520.69,0.75,7,Transport,UK,No,402640.48,402640.48,402640.48
L01972,B,0.05,647208.21,0.45,8,Finance,Germany,Yes,1395959.81,1395959.81,1395959.81
L01973,A,0.002,455906.49,0.45,2,Manufacturing,USA,Yes,179041.31,179041.31,179041.31
L01974,BBB,0.005,537216.26,0.45,9,Finance,China,Yes,780114.79,780114.79,780114.79
L01975,A,0.002,826332.45,0.45,7,Real Estate,China,Yes,706525.4,706525.4,706525.4
L01976,B,0.05,227205.76,0.45,8,Energy,Italy,Yes,490058.85,490058.85,490058.85
L01977,A,0.002,371491.16,0.75,6,Finance,Italy,No,472136.66,472136.66,472136.66
L01978,BBB,0.005,300654.07,0.45,6,Retail,UK,Yes,331683.99,331683.99,331683.99
L01979,B,0.05,534761.73,0.45,9,Energy,China,Yes,1217435.64,1217435.64,1217435.64
L01980,B,0.05,818403.76,0.45,4,Real Estate,Germany,Yes,1373358.6,1373358.6,1373358.6
L01981,A,0.002,328244.11,0.45,5,Finance,Brazil,Yes,219954.44,219954.44,219954.44
L01982,B,0.05,133899.9,0.45,9,Healthcare,China,Yes,304835.78,304835.78,304835.78
L01983,BBB,0.005,360010.91,0.45,1,Manufacturing,China,Yes,187799.66,187799.66,187799.66
L01984,BBB,0.005,698532.42,0.45,4,Finance,France,Yes,608131.71,608131.71,608131.71
L01985,AA,0.0006,578859.43,0.75,7,Healthcare,Brazil,No,473713.48,473713.48,473713.48
L01986,AA,0.0006,548034.28,0.45,9,Healthcare,Italy,Yes,335295.11,335295.11,335295.11
L01987,BB,0.018,384617.01,0.45,10,Finance,Brazil,Yes,797327.5,797327.5,797327.5
L01988,BBB,0.005,233394.31,0.45,6,Transport,China,Yes,257482.48,257482.48,257482.48
L01989,BBB,0.005,572430.82,0.75,8,Finance,Italy,No,1274451.68,1274451.68,1274451.68
L01990,BB,0.018,291518.6,0.45,9,Real Estate,Brazil,Yes,567078.13,567078.13,567078.13
L01991,BB,0.018,1318556.8,0.45,10,Healthcare,Italy,No,4555707.65,2733424.59,0.0
L01992,A,0.002,588453.74,0.75,4,Manufacturing,Italy,No,566518.53,566518.53,566518.53
L01993,BB,0.018,330934.53,0.45,1,Real Estate,UK,Yes,305438.25,305438.25,305438.25
L01994,AA,0.0006,325887.46,0.75,8,Retail,Germany,No,299498.21,299498.21,299498.21
L01995,BB,0.018,422323.93,0.75,2,Energy,Italy,No,739590.6,739590.6,739590.6
L01996,BB,0.018,392483.21,0.45,1,Finance,France,Yes,362245.02,362245.02,362245.02
L01997,CCC,0.2,773295.78,0.45,7,Transport,China,No,3660625.47,2196375.28,0.0
L01998,AA,0.0006,485632.81,0.45,10,Manufacturing,China,Yes,326449.25,326449.25,326449.25
L01999,AA,0.0006,306871.43,0.45,9,Transport,France,Yes,187748.27,187748.27,187748.27
L02000,A,0.002,1138497.93,0.45,9,Transport,USA,No,1973269.09,1183961.45,1183961.45
L02001,A,0.002,453456.29,0.75,3,Transport,Italy,No,366675.86,366675.86,366675.86
L02002,A,0.002,649799.96,0.75,6,Finance,Italy,No,825845.71,825845.71,825845.71
L02003,B,0.05,326402.56,0.45,7,Manufacturing,Italy,Yes,664945.47,664945.47,664945.47
L02004,A,0.002,530490.76,0.45,10,Manufacturing,Brazil,Yes,600723.81,600723.81,600723.81
L02005,A,0.002,516874.3,0.45,9,Healthcare,Italy,Yes,537514.59,537514.59,537514.59
L02006,BB,0.018,171987.2,0.45,2,Transport,Italy,Yes,180714.53,180714.53,180714.53
L02007,BBB,0.005,1211824.41,0.45,8,Healthcare,France,Yes,1618792.98,1618792.98,0.0
L02008,BB,0.018,843505.95,0.45,7,Healthcare,Germany,Yes,1425255.75,1425255.75,1425255.75
L02009,AA,0.0006,362725.76,0.45,4,Energy,Germany,Yes,112377.47,112377.47,112377.47
L02010,BBB,0.005,254960.81,0.45,2,Finance,USA,Yes,162655.19,162655.19,162655.19
L02011,AAA,0.0003,526381.13,0.45,8,Finance,France,Yes,208514.16,208514.16,208514.16
L02012,AA,0.0006,462013.25,0.75,5,Real Estate,Italy,No,285072.88,285072.88,285072.88
L02013,B,0.05,528519.23,0.45,6,Healthcare,Germany,No,1689054.38,1013432.63,1013432.63
L02014,AA,0.0006,486887.66,0.45,7,Finance,UK,Yes,239068.66,239068.66,239068.66
L02015,BBB,0.005,569845.47,0.75,10,Transport,UK,No,1489627.87,1489627.87,1489627.87
L02016,BBB,0.005,912234.94,0.75,1,Retail,UK,No,793112.15,793112.15,793112.15
L02017,A,0.002,587746.85,0.75,8,Transport,Italy,No,928123.98,928123.98,928123.98
L02018,B,0.05,261757.1,0.45,4,Manufacturing,Italy,Yes,439253.07,439253.07,439253.07
L02019,AAA,0.0003,874389.69,0.45,9,Finance,USA,Yes,386383.99,386383.99,386383.99
L02020,BB,0.018,1004808.25,0.45,1,Finance,China,No,1545657.54,927394.52,927394.52
L02021,CCC,0.2,2139383.73,0.45,2,Real Estate,USA,Yes,4987826.09,4987826.09,0.0
L02022,BBB,0.005,252269.44,0.75,6,Healthcare,USA,No,463842.8,463842.8,463842.8
L02023,B,0.05,499539.03,0.45,10,Retail,Brazil,No,1995071.15,1197042.69,1197042.69
L02024,AA,0.0006,156209.08,0.75,1,Finance,UK,No,33484.38,33484.38,33484.38
L02025,BBB,0.005,583368.64,0.45,4,Real Estate,Italy,Yes,507871.87,507871.87,507871.87
L02026,A,0.002,336347.41,0.45,8,Real Estate,UK,Yes,318680.16,318680.16,318680.16
L02027,BB,0.018,1157441.93,0.45,10,Retail,USA,Yes,2399426.58,2399426.58,0.0
L02028,CCC,0.2,300346.63,0.75,5,Transport,Italy,No,1319893.05,1319893.05,1319893.05
L02029,A,0.002,190119.57,0.45,9,Transport,France,Yes,197711.6,197711.6,197711.6
L02030,BB,0.018,349538.2,0.45,6,Transport,Germany,Yes,545941.4,545941.4,545941.4
L02031,A,0.002,164761.81,0.45,1,Energy,Germany,Yes,49470.6,49470.6,49470.6
L02032,BBB,0.005,644061.65,0.45,6,Healthcare,USA,Yes,710534.0,710534.0,710534.0
L02033,BBB,0.005,157543.75,0.45,6,Healthcare,China,Yes,173803.53,173803.53,173803.53
L02034,CCC,0.2,448753.4,0.45,6,Transport,UK,Yes,1228915.2,1228915.2,1228915.2
L02035,BB,0.018,156544.26,0.75,8,Retail,France,No,474190.32,474190.32,474190.32
L02036,A,0.002,376943.69,0.45,6,Energy,Italy,Yes,287439.84,287439.84,287439.84
L02037,AA,0.0006,1006197.65,0.75,5,Healthcare,China,No,620847.27,620847.27,620847.27
L02038,A,0.002,529836.61,0.75,2,Transport,UK,No,346791.3,346791.3,346791.3
L02039,A,0.002,287291.65,0.75,4,Energy,USA,No,276582.56,276582.56,276582.56
L02040,A,0.002,435564.54,0.75,10,Retail,UK,No,822050.1,822050.1,822050.1
L02041,B,0.05,446416.85,0.45,5,Transport,USA,Yes,802565.65,802565.65,802565.65
L02042,BBB,0.005,560349.05,0.45,10,Manufacturing,Brazil,Yes,878882.02,878882.02,878882.02
L02043,BBB,0.005,223366.86,0.75,4,Finance,Germany,No,324099.66,324099.66,324099.66
L02044,AA,0.0006,594980.34,0.45,2,Retail,China,Yes,112459.47,112459.47,112459.47
L02045,B,0.05,114439.8,0.45,7,Real Estate,Germany,Yes,233136.12,233136.12,233136.12
L02046,BB,0.018,322887.01,0.45,10,Real Estate,UK,Yes,669358.57,669358.57,669358.57
L02047,AA,0.0006,346577.96,0.75,10,Retail,France,No,388291.02,388291.02,388291.02
L02048,BB,0.018,607230.3,0.45,2,Real Estate,Italy,Yes,638043.63,638043.63,638043.63
L02049,BBB,0.005,447447.92,0.45,1,Healthcare,USA,Yes,233411.17,233411.17,233411.17
L02050,AA,0.0006,219085.75,0.45,5,Retail,Italy,Yes,81108.59,81108.59,81108.59
L02051,BBB,0.005,270358.31,0.75,1,Manufacturing,Germany,No,235053.99,235053.99,235053.99
L02052,BBB,0.005,488619.82,0.45,1,Retail,France,Yes,254888.49,254888.49,254888.49
L02053,A,0.002,425264.38,0.75,1,Transport,France,No,212813.13,212813.13,212813.13
L02054,B,0.05,331186.83,0.45,6,Transport,Italy,Yes,635048.87,635048.87,635048.87
L02055,B,0.05,347869.64,0.75,9,Energy,Germany,No,1319930.21,1319930.21,1319930.21
L02056,BB,0.018,626612.75,0.45,10,Real Estate,Italy,Yes,1298995.01,1298995.01,1298995.01
L02057,BBB,0.005,341517.33,0.75,1,Finance,UK,No,296920.82,296920.82,296920.82
L02058,BBB,0.005,423349.93,0.45,5,Real Estate,France,Yes,417802.53,417802.53,417802.53
L02059,BB,0.018,1309254.3,0.45,9,Healthcare,France,Yes,2546833.99,2546833.99,0.0
L02060,BBB,0.005,217109.84,0.75,9,Retail,UK,No,525457.53,525457.53,525457.53
L02061,AA,0.0006,175269.25,0.75,1,Finance,Germany,No,37570.04,37570.04,37570.04
L02062,BBB,0.005,654609.94,0.75,8,Finance,France,No,1457414.08,1457414.08,1457414.08
L02063,B,0.05,315110.44,0.75,1,Real Estate,China,No,692714.62,692714.62,692714.62
L02064,BBB,0.005,377332.2,0.45,8,Finance,Brazil,Yes,504052.17,504052.17,504052.17
L02065,AA,0.0006,299365.89,0.75,1,Finance,Brazil,No,64170.92,64170.92,64170.92
L02066,BB,0.018,388520.0,0.45,5,Transport,Brazil,Yes,557178.89,557178.89,557178.89
L02067,A,0.002,983889.68,0.45,8,Manufacturing,USA,No,1553681.84,932209.1,932209.1
L02068,A,0.002,660705.99,0.45,6,Retail,China,Yes,503823.86,503823.86,503823.86
L02069,A,0.002,680859.84,0.45,9,Real Estate,USA,Yes,708048.55,708048.55,708048.55
L02070,A,0.002,217920.69,0.45,1,Transport,Germany,Yes,65431.84,65431.84,65431.84
L02071,BB,0.018,248804.6,0.45,9,Healthcare,UK,Yes,483988.49,483988.49,483988.49
L02072,BBB,0.005,106986.79,0.45,1,Healthcare,Italy,Yes,55809.65,55809.65,55809.65
L02073,A,0.002,295170.84,0.45,10,Energy,China,Yes,334249.28,334249.28,334249.28
L02074,B,0.05,713795.36,0.45,10,Finance,Germany,Yes,1710463.98,1710463.98,0.0
L02075,B,0.05,572903.89,0.45,3,Finance,Italy,Yes,892810.06,892810.06,892810.06
L02076,B,0.05,396029.26,0.45,1,Real Estate,Germany,Yes,522360.21,522360.21,522360.21
L02077,A,0.002,437507.82,0.45,3,Manufacturing,USA,Yes,212267.72,212267.72,212267.72
L02078,BBB,0.005,313500.81,0.45,2,Manufacturing,Brazil,Yes,200001.46,200001.46,200001.46
L02079,CCC,0.2,490107.21,0.45,2,Real Estate,UK,Yes,1142651.27,1142651.27,1142651.27
L02080,BB,0.018,648838.51,0.45,9,Real Estate,USA,No,2103594.35,1262156.61,1262156.61
L02081,AAA,0.0003,197216.35,0.75,8,Transport,UK,No,130204.78,130204.78,130204.78
L02082,AA,0.0006,513920.49,0.45,1,Healthcare,China,Yes,66097.22,66097.22,66097.22
L02083,BBB,0.005,705186.39,0.75,4,Real Estate,Italy,No,1023207.59,1023207.59,1023207.59
L02084,B,0.05,359492.95,0.75,1,Healthcare,Germany,No,790281.73,790281.73,790281.73
L02085,BBB,0.005,628034.45,0.45,1,Energy,France,Yes,327614.12,327614.12,327614.12
L02086,BBB,0.005,1807268.64,0.45,4,Healthcare,France,No,2622301.02,1573380.61,0.0
L02087,AA,0.0006,419923.82,0.45,2,Transport,UK,Yes,79371.38,79371.38,79371.38
L02088,BB,0.018,538559.64,0.45,3,Finance,Brazil,Yes,634709.44,634709.44,634709.44
L02089,B,0.05,305887.13,0.45,9,Finance,Brazil,Yes,696380.97,696380.97,696380.97
L02090,BBB,0.005,484380.28,0.45,2,Healthcare,UK,Yes,309015.99,309015.99,309015.99
L02091,BB,0.018,556897.13,0.75,4,Finance,USA,No,1212475.25,1212475.25,1212475.25
L02092,CCC,0.2,487683.14,0.45,1,Finance,France,Yes,1087368.48,1087368.48,1087368.48
L02093,A,0.002,265707.76,0.45,2,Retail,USA,Yes,104347.42,104347.42,104347.42
L02094,BBB,0.005,490500.16,0.45,5,Energy,Italy,Yes,484072.86,484072.86,484072.86
L02095,A,0.002,919051.99,0.45,10,Transport,France,No,1734546.12,1040727.67,1040727.67
L02096,BB,0.018,553666.55,0.75,1,Transport,Italy,No,851683.77,851683.77,851683.77
L02097,BBB,0.005,715683.7,0.75,7,Finance,Germany,No,1454650.59,1454650.59,1454650.59
L02098,BB,0.018,392972.15,0.45,4,Manufacturing,USA,Yes,513346.88,513346.88,513346.88
L02099,BB,0.018,643675.58,0.45,6,Transport,UK,Yes,1005352.63,1005352.63,1005352.63
L02100,BBB,0.005,508710.27,0.45,8,Energy,France,Yes,679551.1,679551.1,679551.1
L02101,B,0.05,275005.02,0.45,6,Real Estate,USA,Yes,527320.57,527320.57,527320.57
L02102,BBB,0.005,518793.14,0.45,2,Energy,UK,Yes,330970.08,330970.08,330970.08
L02103,A,0.002,269453.65,0.45,1,Finance,Germany,Yes,80904.88,80904.88,80904.88
L02104,BB,0.018,322403.73,0.45,8,Finance,France,Yes,585958.48,585958.48,585958.48
L02105,BB,0.018,486340.44,0.75,8,Retail,Italy,No,1473180.36,1473180.36,1473180.36
L02106,A,0.002,513303.28,0.75,9,Healthcare,Germany,No,889668.28,889668.28,889668.28
L02107,B,0.05,244112.33,0.45,6,Transport,Brazil,Yes,468084.01,468084.01,468084.01
L02108,B,0.05,749373.56,0.45,1,Healthcare,UK,Yes,988419.22,988419.22,988419.22
L02109,A,0.002,588894.98,0.45,9,Healthcare,France,Yes,612411.26,612411.26,612411.26
L02110,CCC,0.2,311027.24,0.75,3,Transport,France,No,1261319.48,1261319.48,1261319.48
L02111,AA,0.0006,205090.7,0.75,6,Transport,China,No,147191.53,147191.53,147191.53
L02112,A,0.002,411493.17,0.75,10,Finance,China,No,776619.7,776619.7,776619.7
L02113,A,0.002,353991.49,0.45,10,Transport,Germany,Yes,400857.34,400857.34,400857.34
L02114,B,0.05,468162.26,0.45,9,Manufacturing,France,No,1776359.41,1065815.65,1065815.65
L02115,BB,0.018,368959.32,0.45,3,Manufacturing,UK,Yes,434830.14,434830.14,434830.14
L02116,A,0.002,162149.1,0.75,5,Real Estate,Germany,No,181091.92,181091.92,181091.92
L02117,BBB,0.005,364334.08,0.75,5,Transport,Italy,No,599266.67,599266.67,599266.67
L02118,BB,0.018,379720.39,0.75,10,Retail,Germany,No,1311960.99,1311960.99,1311960.99
L02119,AA,0.0006,607331.78,0.45,7,Real Estate,Germany,Yes,298208.41,298208.41,298208.41
L02120,B,0.05,312044.21,0.75,4,Finance,Italy,No,872732.63,872732.63,872732.63
L02121,B,0.05,1024112.9,0.45,4,Transport,Brazil,Yes,1718557.91,1718557.91,0.0
L02122,BBB,0.005,170106.45,0.45,7,Manufacturing,China,Yes,207448.16,207448.16,207448.16
L02123,CCC,0.2,852206.16,0.45,9,Retail,UK,Yes,2593959.78,2593959.78,0.0
L02124,BBB,0.005,395474.08,0.45,4,Real Estate,Brazil,Yes,344293.72,344293.72,344293.72
L02125,CCC,0.2,679962.17,0.45,4,Retail,Brazil,Yes,1723683.77,1723683.77,0.0
L02126,BB,0.018,460422.92,0.45,6,Transport,Brazil,Yes,719131.52,719131.52,719131.52
L02127,BB,0.018,782131.19,0.45,6,Energy,China,Yes,1221605.54,1221605.54,1221605.54
L02128,A,0.002,364513.56,0.45,7,Retail,USA,Yes,311664.01,311664.01,311664.01
L02129,B,0.05,255426.45,0.45,1,Retail,China,Yes,336905.95,336905.95,336905.95
L02130,BBB,0.005,900091.9,0.45,3,Finance,Brazil,Yes,678915.18,678915.18,678915.18
L02131,A,0.002,418009.6,0.45,9,Manufacturing,USA,Yes,434701.94,434701.94,434701.94
L02132,AAA,0.0003,494241.35,0.45,6,Transport,Italy,Yes,150547.57,150547.57,150547.57
L02133,BBB,0.005,820259.44,0.45,6,Retail,China,Yes,904916.82,904916.82,904916.82
L02134,BBB,0.005,264083.96,0.75,5,Transport,UK,No,434372.53,434372.53,434372.53
L02135,BB,0.018,595850.72,0.45,3,Manufacturing,Brazil,Yes,702228.78,702228.78,702228.78
L02136,B,0.05,329408.08,0.75,5,Finance,France,No,987013.26,987013.26,987013.26
L02137,AA,0.0006,414121.76,0.45,1,Transport,Italy,Yes,53261.73,53261.73,53261.73
L02138,BB,0.018,458694.4,0.75,3,Healthcare,USA,No,900976.25,900976.25,900976.25
L02139,A,0.002,208958.11,0.45,4,Manufacturing,China,Yes,120701.39,120701.39,120701.39
L02140,B,0.05,299713.25,0.45,5,Manufacturing,UK,Yes,538822.76,538822.76,538822.76
L02141,B,0.05,869380.74,0.45,10,Real Estate,Germany,Yes,2083292.39,2083292.39,0.0
L02142,BBB,0.005,689068.24,0.45,9,Finance,UK,Yes,1000625.57,1000625.57,1000625.57
L02143,BB,0.018,428771.84,0.75,4,Finance,UK,No,933521.14,933521.14,933521.14
L02144,A,0.002,499599.34,0.45,3,Healthcare,Brazil,Yes,242392.95,242392.95,242392.95
L02145,BBB,0.005,381886.51,0.45,10,Transport,Brazil,Yes,598971.64,598971.64,598971.64
L02146,B,0.05,871779.4,0.45,1,Energy,China,No,1916452.97,1149871.78,1149871.78
L02147,BBB,0.005,400241.63,0.45,10,Healthcare,China,Yes,627760.81,627760.81,627760.81
L02148,BBB,0.005,496789.19,0.45,6,Real Estate,USA,Yes,548061.84,548061.84,548061.84
L02149,BBB,0.005,784667.29,0.45,7,Finance,China,Yes,956917.2,956917.2,956917.2
L02150,B,0.05,299932.96,0.45,10,Manufacturing,USA,Yes,718727.74,718727.74,718727.74
L02151,A,0.002,964528.43,0.45,8,Finance,Brazil,No,1523108.06,913864.84,913864.84
L02152,A,0.002,205822.47,0.75,1,Healthcare,Brazil,No,102998.81,102998.81,102998.81
L02153,BB,0.018,999310.75,0.45,4,Energy,France,No,2175697.24,1305418.34,1305418.34
L02154,B,0.05,367200.1,0.75,5,Retail,France,No,1100250.39,1100250.39,1100250.39
L02155,AA,0.0006,391856.36,0.45,2,Retail,Italy,Yes,74066.24,74066.24,74066.24
L02156,A,0.002,171956.17,0.45,1,Finance,Brazil,Yes,51630.75,51630.75,51630.75
L02157,AA,0.0006,352428.36,0.45,8,Finance,Germany,Yes,194333.95,194333.95,194333.95
L02158,A,0.002,263049.3,0.75,6,Real Estate,France,No,334315.4,334315.4,334315.4
L02159,BBB,0.005,326497.26,0.75,5,Finance,USA,No,537031.63,537031.63,537031.63
L02160,BB,0.018,413058.5,0.45,9,Energy,UK,Yes,803504.28,803504.28,803504.28
L02161,BB,0.018,714183.93,0.45,2,Finance,China,Yes,750424.52,750424.52,750424.52
L02162,BB,0.018,490804.75,0.45,10,Transport,China,No,1695765.37,1017459.22,1017459.22
L02163,BBB,0.005,515987.76,0.45,8,Healthcare,Italy,Yes,689272.6,689272.6,689272.6
L02164,B,0.05,255822.8,0.75,10,Energy,France,No,1021711.33,1021711.33,1021711.33
L02165,BBB,0.005,284822.93,0.45,9,Real Estate,UK,Yes,413603.6,413603.6,413603.6
L02166,CCC,0.2,1087467.88,0.45,1,Transport,UK,Yes,2424685.62,2424685.62,0.0
L02167,BB,0.018,306324.26,0.45,7,Transport,France,Yes,517590.2,517590.2,517590.2
L02168,AA,0.0006,1012673.2,0.75,8,Healthcare,Germany,No,930670.4,930670.4,930670.4
L02169,BB,0.018,391785.35,0.45,3,Retail,Germany,Yes,461731.33,461731.33,461731.33
L02170,A,0.002,442919.79,0.45,4,Energy,Italy,Yes,255845.7,255845.7,255845.7
L02171,BB,0.018,755535.9,0.75,3,Healthcare,Germany,No,1484037.95,1484037.95,1484037.95
L02172,AA,0.0006,835634.18,0.75,7,Transport,Italy,No,683846.82,683846.82,683846.82
L02173,A,0.002,418567.61,0.75,9,Real Estate,USA,No,725470.38,725470.38,725470.38
L02174,B,0.05,364353.01,0.45,3,Healthcare,France,Yes,567805.59,567805.59,567805.59
L02175,A,0.002,430214.75,0.75,6,Retail,UK,No,546769.82,546769.82,546769.82
L02176,B,0.05,523859.48,0.45,8,Transport,Italy,Yes,1129909.62,1129909.62,1129909.62
L02177,A,0.002,690831.93,0.45,6,Healthcare,China,Yes,526796.51,526796.51,526796.51
L02178,BB,0.018,443350.06,0.45,2,Energy,Germany,Yes,465847.44,465847.44,465847.44
L02179,BB,0.018,602861.73,0.45,7,Retail,China,Yes,1018643.85,1018643.85,1018643.85
L02180,BBB,0.005,1003676.05,0.75,2,Energy,Italy,No,1067177.88,1067177.88,1067177.88
L02181,A,0.002,535338.64,0.45,2,Energy,Brazil,Yes,210235.51,210235.51,210235.51
L02182,A,0.002,517014.62,0.45,2,Energy,Italy,Yes,203039.39,203039.39,203039.39
L02183,AAA,0.0003,207014.6,0.75,1,Healthcare,Germany,No,26150.22,26150.22,26150.22
L02184,A,0.002,118733.28,0.75,1,Retail,Brazil,No,59417.16,59417.16,59417.16
L02185,BB,0.018,537233.37,0.45,7,Healthcare,Brazil,No,1512921.45,907752.87,907752.87
L02186,B,0.05,421927.12,0.45,5,Healthcare,Germany,Yes,758538.16,758538.16,758538.16
L02187,B,0.05,342014.59,0.75,3,Healthcare,Brazil,No,888322.55,888322.55,888322.55
L02188,BB,0.018,499700.95,0.45,1,Transport,France,Yes,461202.35,461202.35,461202.35
L02189,BB,0.018,429251.44,0.75,10,Finance,UK,No,1483094.3,1483094.3,1483094.3
L02190,BB,0.018,777539.81,0.45,6,Manufacturing,China,Yes,1214434.29,1214434.29,1214434.29
L02191,A,0.002,461877.71,0.75,1,Transport,France,No,231135.37,231135.37,231135.37
L02192,B,0.05,304534.1,0.45,9,Retail,France,Yes,693300.67,693300.67,693300.67
L02193,BB,0.018,725838.72,0.45,2,Manufacturing,Germany,Yes,762670.72,762670.72,762670.72
L02194,BBB,0.005,396897.95,0.45,1,Manufacturing,Germany,Yes,207041.79,207041.79,207041.79
L02195,AA,0.0006,575657.61,0.45,7,Manufacturing,China,Yes,282655.95,282655.95,282655.95
L02196,BBB,0.005,348465.55,0.45,6,Finance,UK,Yes,384430.0,384430.0,384430.0
L02197,BBB,0.005,319683.45,0.75,6,Healthcare,Italy,No,587795.59,587795.59,587795.59
L02198,B,0.05,461429.3,0.45,5,Real Estate,France,Yes,829554.95,829554.95,829554.95
L02199,BBB,0.005,445260.29,0.75,4,Retail,Brazil,No,646061.4,646061.4,646061.4
L02200,BBB,0.005,562369.01,0.45,4,Finance,UK,Yes,489589.91,489589.91,489589.91
L02201,CCC,0.2,386805.45,0.45,3,Finance,France,Yes,941175.28,941175.28,941175.28
L02202,AA,0.0006,176631.36,0.75,10,Real Estate,Italy,No,197890.17,197890.17,197890.17
L02203,BBB,0.005,356330.18,0.75,8,Manufacturing,Brazil,No,793328.35,793328.35,793328.35
L02204,AAA,0.0003,657966.46,0.45,7,Healthcare,France,Yes,230528.77,230528.77,230528.77
L02205,BB,0.018,381288.64,0.45,9,Real Estate,USA,Yes,741703.78,741703.78,741703.78
L02206,B,0.05,391135.1,0.75,1,Real Estate,China,No,859841.41,859841.41,859841.41
