Loan ID,Rating,EAD,Maturity,Sector,Country,Secured,PD,LGD
L01242,BB,838552.87,3,Retail,UK,Yes,0.018,0.45
L01243,BB,274811.81,8,Retail,Italy,Yes,0.018,0.45
L01244,B,315370.19,6,Transport,UK,No,0.05,0.75
L01245,BB,300640.44,6,Healthcare,USA,Yes,0.018,0.45
L01246,BB,670042.15,6,Real Estate,UK,No,0.018,0.75
L01247,AA,693980.61,3,Energy,Germany,No,0.0006,0.75
L01248,AAA,554383.89,10,Manufacturing,Italy,Yes,0.0003,0.45
L01249,B,799504.02,1,Retail,UK,Yes,0.05,0.45
L01250,BB,245482.16,4,Transport,Germany,No,0.018,0.75
L01251,BB,1018266.32,10,Manufacturing,France,Yes,0.018,0.45
L01252,BBB,947535.15,6,Retail,UK,No,0.005,0.75
L01253,AA,639096.67,10,Energy,Italy,No,0.0006,0.75
L01254,AA,1078303.42,2,Real Estate,Germany,Yes,0.0006,0.45
L01255,BB,193240.03,7,Transport,UK,Yes,0.018,0.45
L01256,BBB,340365.71,7,Energy,France,No,0.005,0.75
L01257,A,306308.57,4,Healthcare,UK,Yes,0.002,0.45
L01258,BBB,634593.34,4,Retail,Germany,Yes,0.005,0.45
L01259,AA,261693.6,1,Transport,UK,No,0.0006,0.75
L01260,BBB,646124.56,2,Manufacturing,Italy,No,0.005,0.75
L01261,A,877882.53,9,Healthcare,USA,No,0.002,0.75
L01262,BB,626310.45,10,Healthcare,Germany,Yes,0.018,0.45
L01263,A,509851.87,8,Finance,Germany,No,0.002,0.75
L01264,BBB,269969.25,8,Real Estate,Germany,No,0.005,0.75
L01265,AAA,289692.27,9,Healthcare,Germany,No,0.0003,0.75
L01266,AA,826379.55,7,Retail,UK,No,0.0006,0.75
L01267,BBB,653223.43,9,Real Estate,Italy,Yes,0.005,0.45
L01268,BBB,433865.67,10,Transport,France,No,0.005,0.75
L01269,BB,358988.35,2,Finance,Italy,No,0.018,0.75
L01270,A,160668.11,6,Energy,Germany,Yes,0.002,0.45
L01271,BB,258997.53,3,Real Estate,Brazil,Yes,0.018,0.45
L01272,B,1150502.71,6,Manufacturing,UK,No,0.05,0.75
L01273,BB,233228.1,3,Retail,Brazil,Yes,0.018,0.45
L01274,AAA,486377.29,8,Manufacturing,UK,Yes,0.0003,0.45
L01275,BBB,732136.31,4,Real Estate,Germany,Yes,0.005,0.45
L01276,AA,236224.68,10,Finance,UK,Yes,0.0006,0.45
L01277,A,485218.82,6,Energy,Germany,Yes,0.002,0.45
L01278,CCC,707121.49,9,Energy,Italy,Yes,0.2,0.45
L01279,AA,445186.98,2,Manufacturing,China,No,0.0006,0.75
L01280,BBB,1856496.24,2,Transport,USA,No,0.005,0.75
L01281,BB,192086.37,7,Transport,UK,No,0.018,0.75
L01282,BB,751152.72,2,Finance,Germany,Yes,0.018,0.45
L01283,BBB,405793.27,2,Energy,Brazil,No,0.005,0.75
L01284,AAA,650801.58,4,Manufacturing,Germany,No,0.0003,0.75
L01285,A,551641.45,9,Manufacturing,Brazil,No,0.002,0.75
L01286,BBB,306637.61,8,Manufacturing,UK,Yes,0.005,0.45
L01287,AA,496082.83,2,Real Estate,France,Yes,0.0006,0.45
L01288,BBB,174739.1,8,Finance,Brazil,No,0.005,0.75
L01289,AAA,598166.1,4,Transport,Germany,No,0.0003,0.75
L01290,AA,513537.96,2,Transport,UK,No,0.0006,0.75
L01291,BBB,608851.75,10,Real Estate,Germany,Yes,0.005,0.45
L01292,AA,750923.58,7,Retail,France,Yes,0.0006,0.45
L01293,BBB,531686.82,6,Real Estate,USA,No,0.005,0.75
L01294,BB,476415.05,10,Finance,China,Yes,0.018,0.45
L01295,B,284778.18,5,Manufacturing,China,No,0.05,0.75
L01296,A,309864.26,1,Real Estate,France,No,0.002,0.75
L01297,A,800800.64,2,Manufacturing,Italy,No,0.002,0.75
L01298,AA,907244.9,8,Finance,UK,Yes,0.0006,0.45
L01299,BB,392756.37,1,Healthcare,France,Yes,0.018,0.45
L01300,BB,452707.44,3,Finance,USA,No,0.018,0.75
L01301,AAA,281445.14,2,Energy,Germany,No,0.0003,0.75
L01302,B,795223.45,5,Manufacturing,UK,Yes,0.05,0.45
L01303,AA,617051.9,4,Transport,Brazil,Yes,0.0006,0.45
L01304,BBB,1167772.58,7,Real Estate,France,Yes,0.005,0.45
L01305,BB,285169.34,5,Healthcare,USA,No,0.018,0.75
L01306,B,366222.39,8,Finance,France,No,0.05,0.75
L01307,BB,496690.79,4,Manufacturing,Italy,No,0.018,0.75
L01308,B,611239.88,6,Healthcare,China,Yes,0.05,0.45
L01309,A,397188.47,4,Retail,China,No,0.002,0.75
L01310,B,285934.9,2,Energy,UK,Yes,0.05,0.45
L01311,AA,687422.08,1,Retail,Germany,Yes,0.0006,0.45
L01312,B,634484.21,1,Finance,USA,No,0.05,0.75
L01313,BBB,279809.12,8,Retail,France,Yes,0.005,0.45
L01314,B,871282.38,4,Retail,UK,Yes,0.05,0.45
L01315,BBB,794206.95,5,Energy,France,No,0.005,0.75
L01316,BB,473140.78,8,Energy,UK,Yes,0.018,0.45
L01317,BBB,460376.05,7,Energy,China,Yes,0.005,0.45
L01318,BB,583633.73,8,Healthcare,Italy,Yes,0.018,0.45
L01319,AA,287548.97,8,Energy,France,Yes,0.0006,0.45
L01320,AA,449106.68,6,Retail,Italy,No,0.0006,0.75
L01321,A,150814.85,10,Transport,Brazil,Yes,0.002,0.45
L01322,A,685722.17,2,Transport,Brazil,No,0.002,0.75
L01323,B,202653.6,6,Energy,China,Yes,0.05,0.45
L01324,A,938192.02,1,Healthcare,USA,Yes,0.002,0.45
L01325,CCC,375097.01,1,Real Estate,Italy,Yes,0.2,0.45
L01326,A,397983.77,3,Manufacturing,UK,No,0.002,0.75
L01327,A,323234.4,3,Finance,USA,Yes,0.002,0.45
L01328,BB,383072.89,5,Healthcare,France,No,0.018,0.75
L01329,BB,899204.42,1,Real Estate,France,Yes,0.018,0.45
L01330,BBB,127528.57,10,Finance,UK,No,0.005,0.75
L01331,BBB,837756.44,6,Real Estate,Germany,No,0.005,0.75
L01332,BB,523876.76,7,Real Estate,Germany,No,0.018,0.75
L01333,A,241950.68,10,Transport,France,No,0.002,0.75
L01334,CCC,258420.61,3,Manufacturing,China,No,0.2,0.75
L01335,CCC,1022945.24,4,Real Estate,China,No,0.2,0.75
L01336,BB,275749.07,10,Energy,UK,Yes,0.018,0.45
L01337,A,248531.47,10,Finance,Germany,Yes,0.002,0.45
L01338,BB,781255.31,10,Healthcare,Italy,No,0.018,0.75
L01339,AA,524015.45,10,Transport,France,Yes,0.0006,0.45
L01340,AAA,276796.32,10,Finance,Brazil,Yes,0.0003,0.45
L01341,A,493023.68,3,Energy,Italy,Yes,0.002,0.45
L01342,BBB,264904.23,1,Energy,UK,Yes,0.005,0.45
L01343,B,767129.34,8,Real Estate,Brazil,No,0.05,0.75
L01344,BB,752145.81,10,Energy,Italy,Yes,0.018,0.45
L01345,BB,577234.05,10,Manufacturing,Germany,No,0.018,0.75
L01346,BBB,530105.08,2,Energy,China,No,0.005,0.75
L01347,A,1067248.14,1,Real Estate,Germany,No,0.002,0.75
L01348,BBB,442344.01,8,Finance,Brazil,Yes,0.005,0.45
L01349,CCC,245012.12,7,Energy,USA,Yes,0.2,0.45
L01350,AAA,553898.62,7,Transport,China,No,0.0003,0.75
L01351,B,1255473.72,4,Healthcare,France,No,0.05,0.75
L01352,BBB,266364.31,9,Transport,Brazil,No,0.005,0.75
L01353,BBB,369264.55,6,Transport,UK,Yes,0.005,0.45
L01354,BB,544826.69,2,Finance,France,Yes,0.018,0.45
L01355,BBB,430648.54,1,Retail,Italy,No,0.005,0.75
L01356,B,270722.13,1,Healthcare,China,Yes,0.05,0.45
L01357,B,775240.77,9,Transport,UK,No,0.05,0.75
L01358,BBB,1411297.94,4,Transport,UK,No,0.005,0.75
L01359,A,487997.58,5,Retail,Germany,No,0.002,0.75
L01360,BBB,281521.99,3,Finance,Italy,Yes,0.005,0.45
L01361,B,203927.48,4,Healthcare,Germany,Yes,0.05,0.45
L01362,A,503323.3,8,Transport,Germany,No,0.002,0.75
L01363,BB,768302.39,4,Real Estate,China,No,0.018,0.75
L01364,BB,561060.42,9,Finance,USA,No,0.018,0.75
L01365,BB,441881.97,9,Healthcare,Germany,No,0.018,0.75
L01366,AA,329510.72,6,Transport,France,No,0.0006,0.75
L01367,BB,256252.4,2,Transport,UK,No,0.018,0.75
L01368,B,671571.43,10,Retail,China,Yes,0.05,0.45
L01369,A,698636.47,7,Healthcare,Germany,Yes,0.002,0.45
L01370,A,204257.17,9,Real Estate,Brazil,Yes,0.002,0.45
L01371,CCC,979619.48,6,Finance,France,Yes,0.2,0.45
L01372,A,589503.31,3,Energy,Italy,Yes,0.002,0.45
L01373,B,890730.62,7,Manufacturing,UK,Yes,0.05,0.45
L01374,BBB,226146.01,5,Real Estate,China,No,0.005,0.75
L01375,A,223482.4,1,Energy,Brazil,Yes,0.002,0.45
L01376,B,410657.72,3,Real Estate,China,Yes,0.05,0.45
L01377,BBB,568861.47,5,Healthcare,China,Yes,0.005,0.45
L01378,BBB,1086183.15,7,Energy,Brazil,No,0.005,0.75
L01379,BBB,629725.61,3,Healthcare,Italy,Yes,0.005,0.45
L01380,BBB,391859.78,6,Energy,Brazil,Yes,0.005,0.45
L01381,A,264822.59,5,Real Estate,France,Yes,0.002,0.45
L01382,BBB,818313.08,1,Retail,China,No,0.005,0.75
L01383,CCC,273114.74,10,Real Estate,Italy,No,0.2,0.75
L01384,A,998724.53,6,Healthcare,China,No,0.002,0.75
L01385,BB,383773.45,8,Real Estate,Brazil,Yes,0.018,0.45
L01386,A,979983.52,1,Energy,Italy,No,0.002,0.75
L01387,BB,621235.58,2,Manufacturing,Italy,Yes,0.018,0.45
L01388,AA,413123.66,4,Energy,Germany,Yes,0.0006,0.45
L01389,CCC,341226.52,2,Transport,Germany,Yes,0.2,0.45
L01390,BBB,373079.22,9,Real Estate,Germany,Yes,0.005,0.45
L01391,A,548070.03,10,Finance,Brazil,No,0.002,0.75
L01392,AA,459814.42,8,Real Estate,UK,Yes,0.0006,0.45
L01393,A,328763.62,8,Retail,France,Yes,0.002,0.45
L01394,BBB,407250.72,4,Healthcare,Brazil,Yes,0.005,0.45
L01395,A,460141.12,5,Finance,China,Yes,0.002,0.45
L01396,B,152608.78,4,Energy,Germany,No,0.05,0.75
L01397,BBB,556311.72,9,Retail,Italy,No,0.005,0.75
L01398,A,271071.9,2,Real Estate,Brazil,No,0.002,0.75
L01399,BB,248533.72,8,Energy,Italy,Yes,0.018,0.45
L01400,BB,190294.44,2,Energy,China,Yes,0.018,0.45
L01401,A,180421.99,1,Transport,Italy,Yes,0.002,0.45
L01402,A,224644.91,10,Transport,Italy,No,0.002,0.75
L01403,AAA,310360.41,3,Manufacturing,USA,No,0.0003,0.75
L01404,BB,1174824.78,9,Transport,UK,No,0.018,0.75
L01405,BB,340122.17,3,Healthcare,France,Yes,0.018,0.45
L01406,BBB,483533.1,9,Finance,France,Yes,0.005,0.45
L01407,B,540495.02,7,Energy,Germany,Yes,0.05,0.45
L01408,B,472376.96,10,Transport,USA,No,0.05,0.75
L01409,BBB,425609.81,1,Manufacturing,Brazil,No,0.005,0.75
L01410,B,243373.63,10,Real Estate,Brazil,No,0.05,0.75
L01411,A,913888.43,5,Finance,France,No,0.002,0.75
L01412,AA,1092083.96,9,Transport,UK,Yes,0.0006,0.45
L01413,A,190740.79,3,Energy,Italy,Yes,0.002,0.45
L01414,AA,265132.69,9,Real Estate,China,Yes,0.0006,0.45
L01415,BBB,384652.2,5,Healthcare,Germany,Yes,0.005,0.45
L01416,B,273137.63,9,Energy,UK,Yes,0.05,0.45
L01417,AAA,569767.0,10,Real Estate,France,No,0.0003,0.75
L01418,AA,307387.33,6,Healthcare,USA,No,0.0006,0.75
L01419,BBB,1306063.27,9,Healthcare,Germany,Yes,0.005,0.45
L01420,B,802329.22,7,Finance,France,Yes,0.05,0.45
L01421,A,492026.09,7,Energy,Brazil,Yes,0.002,0.45
L01422,BBB,739325.18,8,Transport,Germany,No,0.005,0.75
L01423,AAA,769079.95,7,Transport,France,Yes,0.0003,0.45
L01424,AA,333709.54,9,Manufacturing,Brazil,Yes,0.0006,0.45
L01425,CCC,294163.61,9,Real Estate,China,No,0.2,0.75
L01426,CCC,460041.29,6,Manufacturing,Brazil,Yes,0.2,0.45
L01427,AAA,680659.91,7,Retail,Italy,Yes,0.0003,0.45
L01428,CCC,474269.12,2,Transport,USA,No,0.2,0.75
L01429,BB,201088.78,9,Real Estate,Italy,No,0.018,0.75
L01430,B,296140.05,1,Finance,France,No,0.05,0.75
L01431,BBB,426349.01,1,Manufacturing,China,Yes,0.005,0.45
L01432,BBB,425988.32,3,Finance,UK,Yes,0.005,0.45
L01433,BBB,1186206.65,6,Finance,China,No,0.005,0.75
L01434,BB,221240.59,5,Finance,China,Yes,0.018,0.45
L01435,AA,569659.8,2,Manufacturing,China,No,0.0006,0.75
L01436,AAA,931504.74,9,Retail,Italy,No,0.0003,0.75
L01437,A,1377422.93,10,Healthcare,UK,No,0.002,0.75
L01438,BB,361421.91,4,Healthcare,Brazil,Yes,0.018,0.45
L01439,A,565640.91,4,Manufacturing,France,Yes,0.002,0.45
L01440,BB,588234.04,5,Healthcare,USA,Yes,0.018,0.45
L01441,CCC,487839.07,8,Energy,UK,No,0.2,0.75
L01442,AA,421079.7,10,Healthcare,France,Yes,0.0006,0.45
L01443,BB,550172.8,4,Transport,UK,Yes,0.018,0.45
L01444,BBB,124726.29,5,Manufacturing,Italy,Yes,0.005,0.45
L01445,B,622211.13,4,Healthcare,France,Yes,0.05,0.45
L01446,A,471224.05,6,Manufacturing,Italy,Yes,0.002,0.45
L01447,BB,395838.89,3,Retail,Germany,Yes,0.018,0.45
L01448,B,1231115.34,8,Energy,France,No,0.05,0.75
L01449,B,315695.36,6,Manufacturing,UK,Yes,0.05,0.45
L01450,BB,361660.79,10,Transport,Germany,Yes,0.018,0.45
L01451,BBB,1197535.98,5,Healthcare,Italy,No,0.005,0.75
L01452,BB,291842.44,2,Transport,Italy,No,0.018,0.75
L01453,B,336025.51,10,Healthcare,UK,Yes,0.05,0.45
L01454,BBB,411057.05,10,Manufacturing,Germany,Yes,0.005,0.45
L01455,AAA,673583.5,7,Finance,China,No,0.0003,0.75
L01456,B,490853.63,2,Healthcare,Brazil,Yes,0.05,0.45
L01457,BB,231813.24,1,Finance,USA,Yes,0.018,0.45
L01458,BB,339054.36,7,Energy,UK,Yes,0.018,0.45
L01459,A,326544.92,5,Transport,Italy,Yes,0.002,0.45
L01460,BB,425657.15,1,Finance,France,Yes,0.018,0.45
L01461,BBB,547392.75,4,Transport,Germany,No,0.005,0.75
L01462,BB,545306.27,4,Healthcare,Brazil,No,0.018,0.75
L01463,AA,182042.26,10,Healthcare,USA,Yes,0.0006,0.45
L01464,BB,753112.95,7,Energy,France,Yes,0.018,0.45
L01465,CCC,501964.37,9,Healthcare,Germany,No,0.2,0.75
L01466,AAA,884047.46,2,Energy,Brazil,Yes,0.0003,0.45
L01467,CCC,552439.48,1,Finance,UK,Yes,0.2,0.45
L01468,BBB,767321.75,2,Healthcare,Brazil,No,0.005,0.75
L01469,B,558646.77,7,Manufacturing,UK,No,0.05,0.75
L01470,BB,867276.29,10,Real Estate,China,Yes,0.018,0.45
L01471,BBB,574425.29,6,Retail,Germany,No,0.005,0.75
L01472,BB,421275.54,4,Real Estate,Brazil,Yes,0.018,0.45
L01473,B,1378101.47,1,Real Estate,USA,Yes,0.05,0.45
L01474,BBB,690049.46,1,Transport,Brazil,Yes,0.005,0.45
L01475,A,589406.99,5,Energy,Germany,No,0.002,0.75
L01476,BB,233712.68,1,Transport,France,No,0.018,0.75
L01477,B,232314.23,7,Finance,France,No,0.05,0.75
L01478,BB,512142.27,1,Retail,Brazil,Yes,0.018,0.45
L01479,BB,475803.67,1,Finance,Brazil,Yes,0.018,0.45
L01480,BBB,325441.73,2,Manufacturing,UK,Yes,0.005,0.45
L01481,B,474725.18,10,Retail,Germany,Yes,0.05,0.45
L01482,AA,979025.99,3,Transport,UK,Yes,0.0006,0.45
L01483,BBB,626372.95,1,Healthcare,USA,No,0.005,0.75
L01484,AAA,250069.9,9,Healthcare,China,No,0.0003,0.75
L01485,A,418421.92,10,Transport,France,Yes,0.002,0.45
L01486,BBB,295823.05,8,Finance,Italy,Yes,0.005,0.45
L01487,BBB,364451.97,5,Transport,Italy,Yes,0.005,0.45
L01488,BB,359759.91,2,Transport,Germany,No,0.018,0.75
L01489,BBB,348424.63,5,Real Estate,Germany,No,0.005,0.75
L01490,BBB,236199.56,6,Manufacturing,Italy,No,0.005,0.75
L01491,A,415057.63,1,Healthcare,Germany,Yes,0.002,0.45
L01492,BBB,334267.28,4,Real Estate,France,Yes,0.005,0.45
L01493,A,102260.18,9,Transport,USA,No,0.002,0.75
L01494,AA,1234882.04,2,Energy,USA,No,0.0006,0.75
L01495,BB,762520.62,5,Real Estate,UK,Yes,0.018,0.45
L01496,BB,366535.13,1,Transport,France,Yes,0.018,0.45
L01497,BB,446595.94,4,Healthcare,China,Yes,0.018,0.45
L01498,BBB,246267.3,4,Transport,Germany,No,0.005,0.75
L01499,BBB,1032879.86,6,Manufacturing,Germany,No,0.005,0.75
L01500,B,1142402.83,10,Finance,China,No,0.05,0.75
L01501,BBB,478469.08,9,Retail,UK,Yes,0.005,0.45
L01502,BBB,738048.87,3,Real Estate,UK,Yes,0.005,0.45
L01503,AAA,482937.92,9,Real Estate,Germany,Yes,0.0003,0.45
L01504,A,226757.69,6,Real Estate,Germany,No,0.002,0.75
L01505,BBB,360082.45,7,Transport,China,Yes,0.005,0.45
L01506,BBB,472580.78,10,Manufacturing,France,No,0.005,0.75
L01507,BBB,352471.89,2,Transport,China,Yes,0.005,0.45
L01508,BBB,396595.98,10,Transport,UK,No,0.005,0.75
L01509,BB,422650.22,6,Finance,China,No,0.018,0.75
L01510,BB,424879.45,6,Energy,China,Yes,0.018,0.45
L01511,B,454125.67,2,Manufacturing,China,No,0.05,0.75
L01512,BB,260327.95,2,Real Estate,France,Yes,0.018,0.45
L01513,CCC,309122.19,2,Retail,Brazil,Yes,0.2,0.45
L01514,AAA,232747.13,10,Real Estate,Germany,Yes,0.0003,0.45
L01515,A,721370.23,1,Transport,Italy,No,0.002,0.75
L01516,AAA,154380.64,5,Manufacturing,China,No,0.0003,0.75
L01517,BB,787639.02,8,Healthcare,Italy,Yes,0.018,0.45
L01518,B,884851.13,2,Manufacturing,Brazil,No,0.05,0.75
L01519,A,380373.79,5,Manufacturing,Germany,No,0.002,0.75
L01520,B,120382.74,8,Energy,UK,No,0.05,0.75
L01521,AA,369292.66,10,Real Estate,Italy,Yes,0.0006,0.45
L01522,B,428440.83,5,Energy,UK,Yes,0.05,0.45
L01523,BBB,266919.1,2,Healthcare,Italy,No,0.005,0.75
L01524,AA,341940.08,3,Healthcare,UK,Yes,0.0006,0.45
L01525,BBB,950836.69,6,Finance,China,Yes,0.005,0.45
L01526,A,616900.84,5,Retail,Italy,No,0.002,0.75
L01527,A,278651.71,4,Finance,UK,Yes,0.002,0.45
L01528,A,199027.92,4,Transport,Brazil,No,0.002,0.75
L01529,B,375679.38,5,Energy,France,Yes,0.05,0.45
L01530,BBB,397627.78,2,Energy,UK,No,0.005,0.75
L01531,A,566991.5,9,Finance,France,Yes,0.002,0.45
L01532,BB,338521.08,2,Transport,France,Yes,0.018,0.45
L01533,BB,571345.73,10,Manufacturing,Germany,Yes,0.018,0.45
L01534,A,1164237.61,2,Transport,China,No,0.002,0.75
L01535,BBB,665138.46,10,Real Estate,Brazil,No,0.005,0.75
L01536,AA,431902.76,9,Finance,France,Yes,0.0006,0.45
L01537,A,403698.97,3,Transport,USA,Yes,0.002,0.45
L01538,BB,370149.94,10,Manufacturing,China,No,0.018,0.75
L01539,A,798364.43,7,Transport,France,Yes,0.002,0.45
L01540,BBB,323302.36,4,Energy,UK,No,0.005,0.75
L01541,BB,452530.91,6,Retail,France,Yes,0.018,0.45
L01542,AA,453884.91,4,Energy,UK,No,0.0006,0.75
L01543,BBB,344244.66,10,Healthcare,UK,No,0.005,0.75
L01544,A,222741.51,7,Retail,USA,No,0.002,0.75
L01545,CCC,519949.65,1,Healthcare,France,No,0.2,0.75
L01546,BBB,429122.63,3,Transport,France,Yes,0.005,0.45
L01547,B,568138.35,3,Real Estate,Italy,Yes,0.05,0.45
L01548,BBB,338811.72,1,Transport,China,No,0.005,0.75
L01549,AAA,814565.93,6,Manufacturing,Italy,Yes,0.0003,0.45
L01550,BB,285390.33,9,Transport,Germany,No,0.018,0.75
L01551,CCC,1041341.29,8,Retail,UK,No,0.2,0.75
L01552,BB,184643.41,7,Energy,USA,Yes,0.018,0.45
L01553,B,549841.33,10,Real Estate,Italy,Yes,0.05,0.45
L01554,B,561134.18,8,Healthcare,France,Yes,0.05,0.45
L01555,A,297218.09,6,Transport,Germany,Yes,0.002,0.45
L01556,A,546996.11,9,Transport,USA,Yes,0.002,0.45
L01557,BB,838826.64,3,Energy,Brazil,Yes,0.018,0.45
L01558,BBB,146033.39,10,Real Estate,France,Yes,0.005,0.45
L01559,B,568850.2,10,Finance,France,Yes,0.05,0.45
L01560,B,127180.75,9,Healthcare,Brazil,Yes,0.05,0.45
L01561,BBB,272983.76,4,Transport,UK,Yes,0.005,0.45
L01562,A,999073.05,7,Transport,UK,Yes,0.002,0.45
L01563,BB,330746.99,9,Finance,Italy,No,0.018,0.75
L01564,A,245993.41,2,Healthcare,Italy,Yes,0.002,0.45
L01565,B,400725.18,2,Retail,France,Yes,0.05,0.45
L01566,BBB,1244137.61,9,Retail,China,No,0.005,0.75
L01567,BB,177044.94,3,Manufacturing,France,No,0.018,0.75
L01568,AA,261540.66,9,Energy,Italy,Yes,0.0006,0.45
L01569,BB,935387.2,5,Real Estate,Brazil,Yes,0.018,0.45
L01570,BBB,1120013.36,6,Transport,Italy,Yes,0.005,0.45
L01571,BBB,420115.26,2,Healthcare,France,Yes,0.005,0.45
L01572,A,238106.58,8,Transport,USA,No,0.002,0.75
L01573,BB,1261638.4,9,Manufacturing,France,No,0.018,0.75
L01574,B,981876.87,2,Healthcare,USA,No,0.05,0.75
L01575,A,621240.46,6,Healthcare,USA,Yes,0.002,0.45
L01576,AA,294725.24,6,Transport,France,No,0.0006,0.75
L01577,AAA,431699.63,8,Energy,China,Yes,0.0003,0.45
L01578,BB,408325.51,10,Manufacturing,China,Yes,0.018,0.45
L01579,BB,522001.45,5,Energy,Germany,Yes,0.018,0.45
L01580,BBB,913922.19,9,Manufacturing,Italy,Yes,0.005,0.45
L01581,A,686738.27,1,Transport,China,Yes,0.002,0.45
L01582,BBB,258154.1,9,Manufacturing,UK,No,0.005,0.75
L01583,BBB,880502.66,10,Retail,France,Yes,0.005,0.45
L01584,BBB,517397.17,7,Healthcare,USA,Yes,0.005,0.45
L01585,CCC,623767.45,4,Real Estate,France,Yes,0.2,0.45
L01586,AA,921050.76,3,Transport,Italy,Yes,0.0006,0.45
L01587,BB,253776.66,10,Finance,Brazil,No,0.018,0.75
L01588,BBB,434559.09,6,Real Estate,China,No,0.005,0.75
L01589,BBB,339175.42,1,Transport,China,No,0.005,0.75
L01590,BB,202009.56,3,Real Estate,China,Yes,0.018,0.45
L01591,BB,526157.03,2,Retail,USA,No,0.018,0.75
L01592,CCC,1553122.96,9,Real Estate,UK,No,0.2,0.75
L01593,AA,176303.31,3,Manufacturing,UK,Yes,0.0006,0.45
L01594,AA,435330.02,2,Real Estate,China,Yes,0.0006,0.45
L01595,BB,609425.18,4,Transport,UK,No,0.018,0.75
L01596,BBB,470494.29,2,Finance,Brazil,Yes,0.005,0.45
L01597,A,418083.3,1,Finance,China,Yes,0.002,0.45
L01598,AA,231050.55,6,Energy,Germany,Yes,0.0006,0.45
L01599,AA,497023.89,10,Healthcare,USA,Yes,0.0006,0.45
L01600,B,303039.37,8,Real Estate,Brazil,Yes,0.05,0.45
L01601,A,148010.6,10,Finance,USA,Yes,0.002,0.45
L01602,A,803953.02,10,Real Estate,China,No,0.002,0.75
L01603,A,714396.14,2,Healthcare,Brazil,Yes,0.002,0.45
L01604,BBB,453990.02,9,Finance,China,No,0.005,0.75
L01605,AA,496102.26,3,Healthcare,Brazil,Yes,0.0006,0.45
L01606,BBB,757030.64,8,Real Estate,China,No,0.005,0.75
L01607,AA,494929.11,8,Transport,Germany,No,0.0006,0.75
L01608,B,695237.49,3,Real Estate,USA,No,0.05,0.75
L01609,A,381268.41,3,Healthcare,Brazil,No,0.002,0.75
L01610,BBB,852554.03,6,Transport,Germany,No,0.005,0.75
L01611,B,519380.93,1,Transport,France,No,0.05,0.75
L01612,BB,487490.45,4,Energy,China,Yes,0.018,0.45
L01613,BBB,234443.4,1,Finance,Italy,Yes,0.005,0.45
L01614,A,510669.52,3,Manufacturing,Brazil,No,0.002,0.75
L01615,A,291857.96,9,Transport,UK,Yes,0.002,0.45
L01616,BB,321534.02,5,Healthcare,Germany,No,0.018,0.75
L01617,CCC,294287.42,5,Finance,Germany,No,0.2,0.75
L01618,BB,259596.18,4,Retail,Brazil,Yes,0.018,0.45
L01619,BBB,1280019.28,3,Real Estate,Germany,No,0.005,0.75
L01620,BB,860844.82,5,Healthcare,France,Yes,0.018,0.45
L01621,BBB,1155661.83,4,Retail,Germany,Yes,0.005,0.45
L01622,AA,240037.99,8,Healthcare,Italy,Yes,0.0006,0.45
L01623,BBB,458459.33,4,Real Estate,Italy,Yes,0.005,0.45
L01624,CCC,231711.0,8,Energy,China,Yes,0.2,0.45
L01625,A,312435.26,6,Healthcare,China,Yes,0.002,0.45
L01626,BB,279550.02,5,Transport,UK,Yes,0.018,0.45
L01627,A,822243.62,4,Manufacturing,France,No,0.002,0.75
L01628,BBB,362900.93,4,Transport,Italy,No,0.005,0.75
L01629,AA,754786.09,4,Real Estate,Brazil,Yes,0.0006,0.45
L01630,BBB,598427.37,9,Healthcare,USA,Yes,0.005,0.45
L01631,BB,1399771.23,4,Manufacturing,USA,No,0.018,0.75
L01632,A,211140.25,9,Transport,USA,No,0.002,0.75
L01633,BB,830361.66,10,Manufacturing,China,Yes,0.018,0.45
L01634,BB,784828.45,6,Real Estate,Brazil,Yes,0.018,0.45
L01635,B,271932.89,10,Energy,Germany,No,0.05,0.75
L01636,A,732022.6,7,Energy,Brazil,No,0.002,0.75
L01637,BBB,523384.93,10,Healthcare,Germany,Yes,0.005,0.45
L01638,A,394850.25,3,Transport,USA,Yes,0.002,0.45
L01639,CCC,293030.58,8,Retail,UK,Yes,0.2,0.45
L01640,B,308798.82,3,Real Estate,UK,No,0.05,0.75
L01641,BBB,1232932.51,1,Transport,Germany,Yes,0.005,0.45
L01642,B,442564.46,10,Transport,USA,Yes,0.05,0.45
L01643,BBB,654132.36,5,Energy,Brazil,Yes,0.005,0.45
L01644,BB,297911.07,2,Healthcare,UK,No,0.018,0.75
L01645,AA,299561.05,10,Manufacturing,Germany,No,0.0006,0.75
L01646,BB,759938.21,6,Real Estate,Brazil,No,0.018,0.75
L01647,AA,225305.35,10,Manufacturing,USA,No,0.0006,0.75
L01648,B,359472.56,9,Finance,France,Yes,0.05,0.45
L01649,BB,450004.88,1,Finance,USA,No,0.018,0.75
L01650,BB,467748.62,4,Real Estate,China,Yes,0.018,0.45
L01651,AAA,404518.75,1,Healthcare,USA,No,0.0003,0.75
L01652,A,539236.69,1,Retail,Brazil,Yes,0.002,0.45
L01653,A,625575.86,8,Finance,Brazil,Yes,0.002,0.45
L01654,BBB,638782.16,2,Energy,Italy,Yes,0.005,0.45
L01655,AA,270248.75,1,Retail,Italy,No,0.0006,0.75
